,product_ndc,generic_name,labeler_name,dea_schedule,brand_name,active_ingredients,finished,packaging,listing_expiration_date,openfda,marketing_category,dosage_form,spl_id,product_type,route,marketing_start_date,product_id,application_number,brand_name_base,pharm_class,marketing_end_date,brand_name_suffix,label_code,prod_code,ndc
874,55700-016,TRAMADOL HYDROCHLORIDE,Lake Erie Medical DBA Quality Care Products LLC,CIV,TRAMADOL HYDROCHLORIDE,"[{'strength': '200 mg/1', 'name': 'TRAMADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20111212', 'package_ndc': '55700-016-30', 'description': '30 TABLET, EXTENDED RELEASE in 1 BOTTLE (55700-016-30)', 'sample': False}]",20211231,"{'spl_set_id': ['7e156aad-70e3-4b86-bf1c-d478ba619bb5'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['833711'], 'unii': ['9N7R477WCK']}",ANDA,"TABLET, EXTENDED RELEASE",63826410-b00c-4f7c-b260-24d2f35d6a5f,HUMAN PRESCRIPTION DRUG,ORAL,20111212,55700-016_63826410-b00c-4f7c-b260-24d2f35d6a5f,ANDA201384,TRAMADOL HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0016,557000016
875,55700-020,oxycodone hydrochloride,Lake Erie Medical DBA Quality Care Products LLC,CII,oxycodone hydrochloride,"[{'strength': '10 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20121119', 'package_ndc': '55700-020-30', 'description': '30 TABLET in 1 BOTTLE (55700-020-30)', 'sample': False}, {'marketing_start_date': '20121119', 'package_ndc': '55700-020-60', 'description': '60 TABLET in 1 BOTTLE (55700-020-60)', 'sample': False}, {'marketing_start_date': '20121119', 'package_ndc': '55700-020-90', 'description': '90 TABLET in 1 BOTTLE (55700-020-90)', 'sample': False}]",20201231,"{'spl_set_id': ['0d1017df-f9b5-4165-978c-f8dd58df2ca0'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['1049683'], 'unii': ['C1ENJ2TE6C']}",ANDA,TABLET,3ece3d1d-fc09-4156-b701-a8c38c6078c6,HUMAN PRESCRIPTION DRUG,ORAL,20121119,55700-020_3ece3d1d-fc09-4156-b701-a8c38c6078c6,ANDA090659,oxycodone hydrochloride,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0020,557000020
876,55700-029,TRAMADOL HYDROCHLORIDE,Lake Erie Medical DBA Quality Care Products LLC,CIV,TRAMADOL HYDROCHLORIDE,"[{'strength': '100 mg/1', 'name': 'TRAMADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20130927', 'package_ndc': '55700-029-30', 'description': '30 TABLET, EXTENDED RELEASE in 1 BOTTLE (55700-029-30)', 'sample': False}]",20201231,"{'spl_set_id': ['043f2ac9-8c68-4b43-8b68-179fa21b0221'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['833709'], 'unii': ['9N7R477WCK']}",ANDA,"TABLET, EXTENDED RELEASE",71f9acd6-c30e-4b3c-9b23-d7a1a9dbbf71,HUMAN PRESCRIPTION DRUG,ORAL,20130927,55700-029_71f9acd6-c30e-4b3c-9b23-d7a1a9dbbf71,ANDA201384,TRAMADOL HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0029,557000029
877,55700-124,Tramadol Hydrochloride and Acetaminophen,Lake Erie Medical DBA Quality Care Products LLC,CIV,Tramadol Hydrochloride and Acetaminophen,"[{'strength': '37.5 mg/1', 'name': 'TRAMADOL HYDROCHLORIDE'}, {'strength': '325 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_start_date': '20140328', 'package_ndc': '55700-124-30', 'description': '30 TABLET in 1 BOTTLE (55700-124-30)', 'sample': False}]",20201231,"{'spl_set_id': ['b3f44e14-ee59-46f9-ab23-89542235dbc9'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['836395'], 'unii': ['9N7R477WCK', '362O9ITL9D']}",ANDA,TABLET,3b5a123e-22ea-4220-86a5-95ad7c9a9df1,HUMAN PRESCRIPTION DRUG,ORAL,20091217,55700-124_3b5a123e-22ea-4220-86a5-95ad7c9a9df1,ANDA090485,Tramadol Hydrochloride and Acetaminophen,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0124,557000124
878,55700-174,OXYCODONE HYDROCHLORIDE,Lake Erie Medical DBA Quality Care Products LLC,CII,OXYCODONE HYDROCHLORIDE,"[{'strength': '15 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20131018', 'package_ndc': '55700-174-01', 'description': '120 TABLET in 1 BOTTLE (55700-174-01)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-174-30', 'description': '30 TABLET in 1 BOTTLE (55700-174-30)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-174-60', 'description': '60 TABLET in 1 BOTTLE (55700-174-60)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-174-90', 'description': '90 TABLET in 1 BOTTLE (55700-174-90)', 'sample': False}]",20201231,"{'spl_set_id': ['4cadb809-157d-49cc-97b4-3276594f19d2'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['1049611', '1049618'], 'unii': ['C1ENJ2TE6C']}",ANDA,TABLET,1359d9b6-085e-4c79-b421-d4339ed08b5a,HUMAN PRESCRIPTION DRUG,ORAL,20131018,55700-174_1359d9b6-085e-4c79-b421-d4339ed08b5a,ANDA091393,OXYCODONE HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0174,557000174
879,55700-175,OXYCODONE HYDROCHLORIDE,Lake Erie Medical DBA Quality Care Products LLC,CII,OXYCODONE HYDROCHLORIDE,"[{'strength': '30 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20131018', 'package_ndc': '55700-175-01', 'description': '120 TABLET in 1 BOTTLE (55700-175-01)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-175-30', 'description': '30 TABLET in 1 BOTTLE (55700-175-30)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-175-60', 'description': '60 TABLET in 1 BOTTLE (55700-175-60)', 'sample': False}, {'marketing_start_date': '20131018', 'package_ndc': '55700-175-90', 'description': '90 TABLET in 1 BOTTLE (55700-175-90)', 'sample': False}]",20201231,"{'spl_set_id': ['4cadb809-157d-49cc-97b4-3276594f19d2'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['1049611', '1049618'], 'unii': ['C1ENJ2TE6C']}",ANDA,TABLET,1359d9b6-085e-4c79-b421-d4339ed08b5a,HUMAN PRESCRIPTION DRUG,ORAL,20131018,55700-175_1359d9b6-085e-4c79-b421-d4339ed08b5a,ANDA091393,OXYCODONE HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0175,557000175
880,55700-293,Tramadol Hydrochloride,Lake Erie Medical DBA Quality Care Products LLC,CIV,Tramadol Hydrochloride,"[{'strength': '150 mg/1', 'name': 'TRAMADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20150918', 'package_ndc': '55700-293-30', 'description': '30 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-293-30)', 'sample': False}, {'marketing_start_date': '20150918', 'package_ndc': '55700-293-60', 'description': '60 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-293-60)', 'sample': False}, {'marketing_start_date': '20150918', 'package_ndc': '55700-293-90', 'description': '90 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-293-90)', 'sample': False}]",20201231,"{'spl_set_id': ['239d0606-8ad3-496a-96a6-26adbea3a181'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['1248115'], 'unii': ['9N7R477WCK']}",NDA,"CAPSULE, EXTENDED RELEASE",ae7cabc3-e9f3-448b-b5a0-230fee8c19a3,HUMAN PRESCRIPTION DRUG,ORAL,20150701,55700-293_ae7cabc3-e9f3-448b-b5a0-230fee8c19a3,NDA022370,Tramadol Hydrochloride,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0293,557000293
881,55700-302,Buprenorphine HCl,Lake Erie Medical DBA Quality Care Products LLC,CIII,Buprenorphine HCl,"[{'strength': '2 mg/1', 'name': 'BUPRENORPHINE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20150923', 'package_ndc': '55700-302-30', 'description': '30 TABLET in 1 BOTTLE (55700-302-30)', 'sample': False}]",20201231,"{'spl_set_id': ['8ca10664-b194-4e28-b40c-91b84fd727fc'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['351264', '351265'], 'unii': ['56W8MW3EN1']}",ANDA,TABLET,d1484609-62f8-4b1e-8864-969b452cfb46,HUMAN PRESCRIPTION DRUG,SUBLINGUAL,20091008,55700-302_d1484609-62f8-4b1e-8864-969b452cfb46,ANDA078633,Buprenorphine HCl,"['Partial Opioid Agonists [MoA]', 'Partial Opioid Agonist [EPC]']",,,55700,0302,557000302
882,55700-412,Tramadol hydrochloride,Lake Erie Medical DBA Quality Care Products LLC,CIV,TRAMADOL HYDROCHLORIDE,"[{'strength': '50 mg/1', 'name': 'TRAMADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20160603', 'package_ndc': '55700-412-01', 'description': '120 TABLET, FILM COATED in 1 BOTTLE (55700-412-01)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-12', 'description': '12 TABLET, FILM COATED in 1 BOTTLE (55700-412-12)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-15', 'description': '15 TABLET, FILM COATED in 1 BOTTLE (55700-412-15)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-18', 'description': '180 TABLET, FILM COATED in 1 BOTTLE (55700-412-18)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-20', 'description': '20 TABLET, FILM COATED in 1 BOTTLE (55700-412-20)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-24', 'description': '240 TABLET, FILM COATED in 1 BOTTLE (55700-412-24)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-30', 'description': '30 TABLET, FILM COATED in 1 BOTTLE (55700-412-30)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-40', 'description': '40 TABLET, FILM COATED in 1 BOTTLE (55700-412-40)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-60', 'description': '60 TABLET, FILM COATED in 1 BOTTLE (55700-412-60)', 'sample': False}, {'marketing_start_date': '20160603', 'package_ndc': '55700-412-90', 'description': '90 TABLET, FILM COATED in 1 BOTTLE (55700-412-90)', 'sample': False}]",20211231,"{'spl_set_id': ['a7f11004-b6fa-4c12-abe5-68909b352f04'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['835603'], 'unii': ['9N7R477WCK']}",ANDA,"TABLET, FILM COATED",3f6d04e5-6620-49a4-95f5-03cd9d6f0ecb,HUMAN PRESCRIPTION DRUG,ORAL,20150522,55700-412_3f6d04e5-6620-49a4-95f5-03cd9d6f0ecb,ANDA091498,TRAMADOL HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0412,557000412
883,55700-349,Morphine Sulfate,Lake Erie Medical DBA Quality Care Products LLC,CII,Morphine Sulfate,"[{'strength': '20 mg/1', 'name': 'MORPHINE SULFATE'}]",True,"[{'marketing_start_date': '20180209', 'package_ndc': '55700-349-30', 'description': '30 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-349-30)', 'sample': False}, {'marketing_start_date': '20151223', 'package_ndc': '55700-349-60', 'description': '60 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-349-60)', 'sample': False}]",20201231,"{'spl_set_id': ['ceb3002f-28d3-45a7-9ad0-456be5e37596'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['892596'], 'unii': ['X3P646A2J0']}",ANDA,"CAPSULE, EXTENDED RELEASE",889ecb67-9a2d-4186-a55f-50bf4f25b6a3,HUMAN PRESCRIPTION DRUG,ORAL,20130630,55700-349_889ecb67-9a2d-4186-a55f-50bf4f25b6a3,ANDA202104,Morphine Sulfate,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0349,557000349
884,55700-350,Morphine Sulfate,Lake Erie Medical DBA Quality Care Products LLC,CII,Morphine Sulfate,"[{'strength': '30 mg/1', 'name': 'MORPHINE SULFATE'}]",True,"[{'marketing_start_date': '20151223', 'package_ndc': '55700-350-60', 'description': '60 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-350-60)', 'sample': False}]",20211231,"{'spl_set_id': ['23fa4500-7d5b-409f-9942-ddef11e45503'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['892345'], 'unii': ['X3P646A2J0']}",ANDA,"CAPSULE, EXTENDED RELEASE",a04fd3f4-0919-4b6b-ba78-ac9b8c5c029e,HUMAN PRESCRIPTION DRUG,ORAL,20130630,55700-350_a04fd3f4-0919-4b6b-ba78-ac9b8c5c029e,ANDA202104,Morphine Sulfate,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0350,557000350
885,55700-366,Morphine sulfate,Lake Erie Medical DBA Quality Care Products LLC,CII,Morphine sulfate,"[{'strength': '15 mg/1', 'name': 'MORPHINE SULFATE'}]",True,"[{'marketing_start_date': '20160122', 'package_ndc': '55700-366-30', 'description': '30 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-366-30)', 'sample': False}, {'marketing_start_date': '20160122', 'package_ndc': '55700-366-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-366-60)', 'sample': False}, {'marketing_start_date': '20160122', 'package_ndc': '55700-366-90', 'description': '90 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-366-90)', 'sample': False}]",20201231,"{'spl_set_id': ['3256e6a3-aed7-4a38-818d-86bef7ef83f6'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['891881', '891893'], 'unii': ['X3P646A2J0']}",ANDA,"TABLET, FILM COATED, EXTENDED RELEASE",37a42b56-a079-401c-98bb-2323ea6bdb7d,HUMAN PRESCRIPTION DRUG,ORAL,20151026,55700-366_37a42b56-a079-401c-98bb-2323ea6bdb7d,ANDA203849,Morphine sulfate,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0366,557000366
886,55700-367,Morphine sulfate,Lake Erie Medical DBA Quality Care Products LLC,CII,Morphine sulfate,"[{'strength': '30 mg/1', 'name': 'MORPHINE SULFATE'}]",True,"[{'marketing_start_date': '20151026', 'package_ndc': '55700-367-01', 'description': '120 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-367-01)', 'sample': False}, {'marketing_start_date': '20151026', 'package_ndc': '55700-367-30', 'description': '30 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-367-30)', 'sample': False}, {'marketing_start_date': '20151026', 'package_ndc': '55700-367-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-367-60)', 'sample': False}, {'marketing_start_date': '20151026', 'package_ndc': '55700-367-90', 'description': '90 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-367-90)', 'sample': False}]",20201231,"{'spl_set_id': ['32a16f14-b8e7-47f6-b1fd-0a5c3dd512e9'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['891888'], 'unii': ['X3P646A2J0']}",ANDA,"TABLET, FILM COATED, EXTENDED RELEASE",f946952f-d683-4bd8-a173-371ec414e5ae,HUMAN PRESCRIPTION DRUG,ORAL,20151026,55700-367_f946952f-d683-4bd8-a173-371ec414e5ae,ANDA203849,Morphine sulfate,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0367,557000367
887,55700-383,naloxegol oxalate,"Quality Care Products, LLC",,MOVANTIK,"[{'strength': '25 mg/1', 'name': 'NALOXEGOL OXALATE'}]",True,"[{'marketing_start_date': '20160826', 'package_ndc': '55700-383-30', 'description': '30 TABLET, FILM COATED in 1 BOTTLE (55700-383-30)', 'sample': False}]",20211231,"{'spl_set_id': ['5c02665d-05d2-4e99-b403-c270de543ebe'], 'manufacturer_name': ['Quality Care Products, LLC'], 'rxcui': ['1551782', '1601373'], 'unii': ['65I14TNM33']}",NDA,"TABLET, FILM COATED",df64082c-a5c5-4d74-adc5-065cf9b0b061,HUMAN PRESCRIPTION DRUG,ORAL,20150306,55700-383_df64082c-a5c5-4d74-adc5-065cf9b0b061,NDA204760,MOVANTIK,"['Opioid Antagonist [EPC]', 'Opioid Antagonists [MoA]']",,,55700,0383,557000383
888,55700-552,Morphine Sulfate,Lake Erie Medical DBA Quality Care Products LLC,CII,Morphine Sulfate,"[{'strength': '50 mg/1', 'name': 'MORPHINE SULFATE'}]",True,"[{'marketing_start_date': '20170818', 'package_ndc': '55700-552-60', 'description': '60 CAPSULE, EXTENDED RELEASE in 1 BOTTLE (55700-552-60)', 'sample': False}]",20201231,"{'spl_set_id': ['f1845c76-8c8c-40a1-a145-78338649925e'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'rxcui': ['894801'], 'unii': ['X3P646A2J0']}",ANDA,"CAPSULE, EXTENDED RELEASE",640b8ee2-a3aa-4b05-a863-01fb09c4c29e,HUMAN PRESCRIPTION DRUG,ORAL,20170818,55700-552_640b8ee2-a3aa-4b05-a863-01fb09c4c29e,ANDA202104,Morphine Sulfate,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0552,557000552
889,55700-555,tapentadol hydrochloride,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,CII,Nucynta ER,"[{'strength': '100 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20171006', 'package_ndc': '55700-555-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (55700-555-60)', 'sample': False}]",20201231,"{'spl_set_id': ['8e908885-c71b-4b7e-9b1b-f724279d74c8'], 'manufacturer_name': ['LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC'], 'rxcui': ['1148797', '1149367'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED, EXTENDED RELEASE",f64b307c-c6d0-4746-a6f4-a955abfbfab6,HUMAN PRESCRIPTION DRUG,ORAL,20170616,55700-555_f64b307c-c6d0-4746-a6f4-a955abfbfab6,NDA200533,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,ER,55700,0555,557000555
890,55700-457,naloxone hydrochloride,Lake Erie Medical DBA Quality Care Products LLC,,NARCAN,"[{'strength': '4 mg/.1mL', 'name': 'NALOXONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20161118', 'package_ndc': '55700-457-01', 'description': '2 VIAL, SINGLE-DOSE in 1 PACKAGE (55700-457-01)  > .1 mL in 1 VIAL, SINGLE-DOSE', 'sample': False}]",20211231,"{'spl_set_id': ['7db1a202-c9b3-4c6b-a808-ff24f31fd6bf'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'unii': ['F850569PQR']}",NDA,SPRAY,ac52fa9a-13e4-4956-8bdc-31e47833705a,HUMAN PRESCRIPTION DRUG,NASAL,20151118,55700-457_ac52fa9a-13e4-4956-8bdc-31e47833705a,NDA208411,NARCAN,"['Opioid Antagonist [EPC]', 'Opioid Antagonists [MoA]']",,,55700,0457,557000457
891,55700-496,Oxycodone and Acetaminophen,Lake Erie Medical DBA Quality Care Products LLC,CII,Oxycodone and Acetaminophen,"[{'strength': '10 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '325 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_start_date': '20170210', 'package_ndc': '55700-496-01', 'description': '120 TABLET in 1 BOTTLE (55700-496-01)', 'sample': False}, {'marketing_start_date': '20170414', 'package_ndc': '55700-496-14', 'description': '14 TABLET in 1 BOTTLE (55700-496-14)', 'sample': False}, {'marketing_start_date': '20190411', 'package_ndc': '55700-496-15', 'description': '15 TABLET in 1 BOTTLE (55700-496-15)', 'sample': False}, {'marketing_start_date': '20170414', 'package_ndc': '55700-496-21', 'description': '21 TABLET in 1 BOTTLE (55700-496-21)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-496-30', 'description': '30 TABLET in 1 BOTTLE (55700-496-30)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-496-60', 'description': '60 TABLET in 1 BOTTLE (55700-496-60)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-496-90', 'description': '90 TABLET in 1 BOTTLE (55700-496-90)', 'sample': False}]",20211231,"{'spl_set_id': ['29a4fffe-8cd1-4af9-aa26-526253901e4b'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,07151b23-92f6-4c95-958b-297cd60dab22,HUMAN PRESCRIPTION DRUG,ORAL,20161201,55700-496_07151b23-92f6-4c95-958b-297cd60dab22,ANDA201972,Oxycodone and Acetaminophen,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0496,557000496
892,55700-497,Oxycodone and Acetaminophen,Lake Erie Medical DBA Quality Care Products LLC,CII,Oxycodone and Acetaminophen,"[{'strength': '7.5 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '325 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_start_date': '20170210', 'package_ndc': '55700-497-01', 'description': '120 TABLET in 1 BOTTLE (55700-497-01)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-497-30', 'description': '30 TABLET in 1 BOTTLE (55700-497-30)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-497-60', 'description': '60 TABLET in 1 BOTTLE (55700-497-60)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-497-90', 'description': '90 TABLET in 1 BOTTLE (55700-497-90)', 'sample': False}]",20211231,"{'spl_set_id': ['29a4fffe-8cd1-4af9-aa26-526253901e4b'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,07151b23-92f6-4c95-958b-297cd60dab22,HUMAN PRESCRIPTION DRUG,ORAL,20161201,55700-497_07151b23-92f6-4c95-958b-297cd60dab22,ANDA201972,Oxycodone and Acetaminophen,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0497,557000497
893,55700-498,Oxycodone and Acetaminophen,Lake Erie Medical DBA Quality Care Products LLC,CII,Oxycodone and Acetaminophen,"[{'strength': '5 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '325 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_start_date': '20170210', 'package_ndc': '55700-498-01', 'description': '120 TABLET in 1 BOTTLE (55700-498-01)', 'sample': False}, {'marketing_start_date': '20191120', 'package_ndc': '55700-498-05', 'description': '5 TABLET in 1 BOTTLE (55700-498-05)', 'sample': False}, {'marketing_start_date': '20190614', 'package_ndc': '55700-498-10', 'description': '10 TABLET in 1 BOTTLE (55700-498-10)', 'sample': False}, {'marketing_start_date': '20170414', 'package_ndc': '55700-498-14', 'description': '14 TABLET in 1 BOTTLE (55700-498-14)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-498-15', 'description': '15 TABLET in 1 BOTTLE (55700-498-15)', 'sample': False}, {'marketing_start_date': '20170414', 'package_ndc': '55700-498-21', 'description': '21 TABLET in 1 BOTTLE (55700-498-21)', 'sample': False}, {'marketing_start_date': '20200617', 'package_ndc': '55700-498-24', 'description': '24 TABLET in 1 BOTTLE (55700-498-24)', 'sample': False}, {'marketing_start_date': '20191108', 'package_ndc': '55700-498-28', 'description': '21 TABLET in 1 BOTTLE (55700-498-28)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-498-30', 'description': '30 TABLET in 1 BOTTLE (55700-498-30)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-498-40', 'description': '40 TABLET in 1 BOTTLE (55700-498-40)', 'sample': False}, {'marketing_start_date': '20180810', 'package_ndc': '55700-498-56', 'description': '56 TABLET in 1 BOTTLE (55700-498-56)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-498-60', 'description': '60 TABLET in 1 BOTTLE (55700-498-60)', 'sample': False}, {'marketing_start_date': '20170210', 'package_ndc': '55700-498-90', 'description': '90 TABLET in 1 BOTTLE (55700-498-90)', 'sample': False}]",20211231,"{'spl_set_id': ['29a4fffe-8cd1-4af9-aa26-526253901e4b'], 'manufacturer_name': ['Lake Erie Medical DBA Quality Care Products LLC'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,07151b23-92f6-4c95-958b-297cd60dab22,HUMAN PRESCRIPTION DRUG,ORAL,20161201,55700-498_07151b23-92f6-4c95-958b-297cd60dab22,ANDA201972,Oxycodone and Acetaminophen,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0498,557000498
894,55700-509,OXYCODONE HYDROCHLORIDE,"Quality Care Products, LLC",CII,OXYCODONE HYDROCHLORIDE,"[{'strength': '20 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20170303', 'package_ndc': '55700-509-01', 'description': '120 TABLET in 1 BOTTLE (55700-509-01)', 'sample': False}, {'marketing_start_date': '20170331', 'package_ndc': '55700-509-30', 'description': '30 TABLET in 1 BOTTLE (55700-509-30)', 'sample': False}]",20201231,"{'spl_set_id': ['7998a2bf-76a9-40be-83ba-764d1a29abdf'], 'manufacturer_name': ['Quality Care Products, LLC'], 'rxcui': ['1049686'], 'unii': ['C1ENJ2TE6C']}",ANDA,TABLET,89d8450f-f673-45ee-821c-920eaec2a8d3,HUMAN PRESCRIPTION DRUG,ORAL,20131018,55700-509_89d8450f-f673-45ee-821c-920eaec2a8d3,ANDA091393,OXYCODONE HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,55700,0509,557000509
